Epoch: [232][50/1194]	Time 1.830 (1.886)	Loss 0.0100 (0.0089)	Prec@1 100.000 (100.000)
Epoch: [232][100/1194]	Time 1.842 (1.862)	Loss 0.0055 (0.0109)	Prec@1 100.000 (99.987)
Epoch: [232][150/1194]	Time 1.824 (1.853)	Loss 0.0133 (0.0109)	Prec@1 100.000 (99.992)
Epoch: [232][200/1194]	Time 1.831 (1.848)	Loss 0.0041 (0.0107)	Prec@1 100.000 (99.987)
Epoch: [232][250/1194]	Time 1.830 (1.846)	Loss 0.0101 (0.0106)	Prec@1 100.000 (99.990)
Epoch: [232][300/1194]	Time 1.847 (1.845)	Loss 0.0128 (0.0109)	Prec@1 99.750 (99.979)
Epoch: [232][350/1194]	Time 1.838 (1.843)	Loss 0.0046 (0.0104)	Prec@1 100.000 (99.982)
Epoch: [232][400/1194]	Time 1.837 (1.843)	Loss 0.0125 (0.0101)	Prec@1 99.750 (99.981)
Epoch: [232][450/1194]	Time 1.831 (1.842)	Loss 0.0141 (0.0106)	Prec@1 100.000 (99.975)
Epoch: [232][500/1194]	Time 1.826 (1.842)	Loss 0.0077 (0.0115)	Prec@1 100.000 (99.965)
Epoch: [232][550/1194]	Time 1.822 (1.841)	Loss 0.0050 (0.0118)	Prec@1 100.000 (99.964)
Epoch: [232][600/1194]	Time 1.839 (1.841)	Loss 0.0211 (0.0118)	Prec@1 99.750 (99.958)
Epoch: [232][650/1194]	Time 1.832 (1.841)	Loss 0.0513 (0.0120)	Prec@1 100.000 (99.960)
Epoch: [232][700/1194]	Time 1.835 (1.840)	Loss 0.0112 (0.0120)	Prec@1 100.000 (99.963)
Epoch: [232][750/1194]	Time 1.827 (1.840)	Loss 0.0309 (0.0121)	Prec@1 99.500 (99.960)
Epoch: [232][800/1194]	Time 1.828 (1.840)	Loss 0.0153 (0.0120)	Prec@1 100.000 (99.961)
Epoch: [232][850/1194]	Time 1.842 (1.840)	Loss 0.0077 (0.0119)	Prec@1 100.000 (99.963)
Epoch: [232][900/1194]	Time 1.828 (1.840)	Loss 0.0134 (0.0118)	Prec@1 100.000 (99.965)
Epoch: [232][950/1194]	Time 1.839 (1.840)	Loss 0.0092 (0.0117)	Prec@1 100.000 (99.966)
Epoch: [232][1000/1194]	Time 1.826 (1.839)	Loss 0.0235 (0.0117)	Prec@1 100.000 (99.968)
Epoch: [232][1050/1194]	Time 1.831 (1.839)	Loss 0.0042 (0.0116)	Prec@1 100.000 (99.968)
Epoch: [232][1100/1194]	Time 1.826 (1.839)	Loss 0.0134 (0.0116)	Prec@1 100.000 (99.969)
Epoch: [232][1150/1194]	Time 1.828 (1.839)	Loss 0.0236 (0.0116)	Prec@1 100.000 (99.970)
