Epoch: [161][50/1194]	Time 1.827 (1.888)	Loss 0.0084 (0.0098)	Prec@1 100.000 (99.975)
Epoch: [161][100/1194]	Time 1.840 (1.862)	Loss 0.0064 (0.0099)	Prec@1 100.000 (99.987)
Epoch: [161][150/1194]	Time 1.828 (1.852)	Loss 0.0083 (0.0100)	Prec@1 100.000 (99.983)
Epoch: [161][200/1194]	Time 1.831 (1.848)	Loss 0.0151 (0.0099)	Prec@1 100.000 (99.987)
Epoch: [161][250/1194]	Time 1.836 (1.846)	Loss 0.0091 (0.0105)	Prec@1 100.000 (99.985)
Epoch: [161][300/1194]	Time 1.824 (1.844)	Loss 0.0079 (0.0121)	Prec@1 100.000 (99.971)
Epoch: [161][350/1194]	Time 1.833 (1.843)	Loss 0.0059 (0.0119)	Prec@1 100.000 (99.971)
Epoch: [161][400/1194]	Time 1.828 (1.842)	Loss 0.0140 (0.0120)	Prec@1 100.000 (99.972)
Epoch: [161][450/1194]	Time 1.833 (1.841)	Loss 0.0082 (0.0124)	Prec@1 100.000 (99.967)
Epoch: [161][500/1194]	Time 1.836 (1.841)	Loss 0.0222 (0.0123)	Prec@1 99.750 (99.968)
Epoch: [161][550/1194]	Time 1.822 (1.839)	Loss 0.0060 (0.0127)	Prec@1 100.000 (99.966)
Epoch: [161][600/1194]	Time 1.830 (1.839)	Loss 0.0100 (0.0126)	Prec@1 100.000 (99.963)
Epoch: [161][650/1194]	Time 1.821 (1.838)	Loss 0.0058 (0.0123)	Prec@1 100.000 (99.965)
Epoch: [161][700/1194]	Time 1.826 (1.837)	Loss 0.0164 (0.0127)	Prec@1 100.000 (99.966)
Epoch: [161][750/1194]	Time 1.819 (1.837)	Loss 0.0104 (0.0127)	Prec@1 100.000 (99.963)
Epoch: [161][800/1194]	Time 1.839 (1.836)	Loss 0.0043 (0.0125)	Prec@1 100.000 (99.966)
Epoch: [161][850/1194]	Time 1.825 (1.836)	Loss 0.0063 (0.0122)	Prec@1 100.000 (99.966)
Epoch: [161][900/1194]	Time 1.841 (1.836)	Loss 0.0113 (0.0121)	Prec@1 100.000 (99.968)
Epoch: [161][950/1194]	Time 1.823 (1.835)	Loss 0.0188 (0.0121)	Prec@1 100.000 (99.968)
Epoch: [161][1000/1194]	Time 1.851 (1.835)	Loss 0.0042 (0.0119)	Prec@1 100.000 (99.968)
Epoch: [161][1050/1194]	Time 1.836 (1.835)	Loss 0.0111 (0.0119)	Prec@1 100.000 (99.969)
Epoch: [161][1100/1194]	Time 1.839 (1.835)	Loss 0.0077 (0.0117)	Prec@1 100.000 (99.970)
Epoch: [161][1150/1194]	Time 1.833 (1.835)	Loss 0.0161 (0.0117)	Prec@1 100.000 (99.971)
