Epoch: [55][50/1194]	Time 1.842 (1.892)	Loss 0.0265 (0.0242)	Prec@1 99.500 (99.875)
Epoch: [55][100/1194]	Time 1.814 (1.864)	Loss 0.0260 (0.0251)	Prec@1 100.000 (99.862)
Epoch: [55][150/1194]	Time 1.821 (1.995)	Loss 0.0287 (0.0231)	Prec@1 100.000 (99.908)
Epoch: [55][200/1194]	Time 1.824 (1.952)	Loss 0.0872 (0.0258)	Prec@1 98.250 (99.856)
Epoch: [55][250/1194]	Time 3.196 (1.956)	Loss 0.0118 (0.0249)	Prec@1 100.000 (99.865)
Epoch: [55][300/1194]	Time 3.093 (2.019)	Loss 0.0295 (0.0257)	Prec@1 100.000 (99.867)
Epoch: [55][350/1194]	Time 1.817 (2.129)	Loss 0.0127 (0.0265)	Prec@1 100.000 (99.868)
Epoch: [55][400/1194]	Time 1.825 (2.113)	Loss 0.0145 (0.0260)	Prec@1 100.000 (99.881)
Epoch: [55][450/1194]	Time 1.822 (2.080)	Loss 0.0083 (0.0255)	Prec@1 100.000 (99.883)
Epoch: [55][500/1194]	Time 1.818 (2.104)	Loss 0.0131 (0.0255)	Prec@1 100.000 (99.880)
Epoch: [55][550/1194]	Time 2.217 (2.113)	Loss 0.0355 (0.0260)	Prec@1 99.750 (99.880)
Epoch: [55][600/1194]	Time 1.823 (2.089)	Loss 0.0196 (0.0255)	Prec@1 99.750 (99.881)
Epoch: [55][650/1194]	Time 1.824 (2.069)	Loss 0.0122 (0.0254)	Prec@1 100.000 (99.881)
Epoch: [55][700/1194]	Time 1.823 (2.051)	Loss 0.0131 (0.0253)	Prec@1 100.000 (99.871)
Epoch: [55][750/1194]	Time 1.833 (2.037)	Loss 0.0347 (0.0249)	Prec@1 99.750 (99.877)
Epoch: [55][800/1194]	Time 1.848 (2.025)	Loss 0.0178 (0.0258)	Prec@1 100.000 (99.861)
Epoch: [55][850/1194]	Time 1.863 (2.015)	Loss 0.0133 (0.0256)	Prec@1 100.000 (99.866)
Epoch: [55][900/1194]	Time 1.835 (2.006)	Loss 0.0251 (0.0262)	Prec@1 100.000 (99.861)
Epoch: [55][950/1194]	Time 1.854 (1.997)	Loss 0.0252 (0.0268)	Prec@1 100.000 (99.846)
Epoch: [55][1000/1194]	Time 1.850 (1.990)	Loss 0.0461 (0.0266)	Prec@1 99.750 (99.847)
Epoch: [55][1050/1194]	Time 1.842 (1.984)	Loss 0.0237 (0.0267)	Prec@1 100.000 (99.842)
Epoch: [55][1100/1194]	Time 1.847 (1.977)	Loss 0.0209 (0.0264)	Prec@1 100.000 (99.848)
Epoch: [55][1150/1194]	Time 1.848 (1.972)	Loss 0.0201 (0.0260)	Prec@1 99.750 (99.850)
