Epoch: [209][50/1194]	Time 1.830 (1.884)	Loss 0.0333 (0.0125)	Prec@1 100.000 (100.000)
Epoch: [209][100/1194]	Time 1.832 (1.858)	Loss 0.0276 (0.0121)	Prec@1 99.750 (99.975)
Epoch: [209][150/1194]	Time 1.846 (1.850)	Loss 0.0139 (0.0124)	Prec@1 99.750 (99.958)
Epoch: [209][200/1194]	Time 1.828 (1.845)	Loss 0.0089 (0.0136)	Prec@1 100.000 (99.969)
Epoch: [209][250/1194]	Time 1.839 (1.844)	Loss 0.0090 (0.0139)	Prec@1 100.000 (99.965)
Epoch: [209][300/1194]	Time 1.836 (1.842)	Loss 0.0392 (0.0135)	Prec@1 100.000 (99.971)
Epoch: [209][350/1194]	Time 1.821 (1.840)	Loss 0.0197 (0.0132)	Prec@1 100.000 (99.975)
Epoch: [209][400/1194]	Time 1.831 (1.838)	Loss 0.0208 (0.0130)	Prec@1 100.000 (99.978)
Epoch: [209][450/1194]	Time 1.833 (1.837)	Loss 0.0083 (0.0129)	Prec@1 100.000 (99.981)
Epoch: [209][500/1194]	Time 1.823 (1.837)	Loss 0.0076 (0.0126)	Prec@1 100.000 (99.980)
Epoch: [209][550/1194]	Time 1.821 (1.836)	Loss 0.0105 (0.0123)	Prec@1 100.000 (99.982)
Epoch: [209][600/1194]	Time 1.828 (1.836)	Loss 0.0094 (0.0121)	Prec@1 100.000 (99.983)
Epoch: [209][650/1194]	Time 1.816 (1.835)	Loss 0.0197 (0.0121)	Prec@1 99.750 (99.981)
Epoch: [209][700/1194]	Time 1.836 (1.835)	Loss 0.0104 (0.0122)	Prec@1 100.000 (99.980)
Epoch: [209][750/1194]	Time 1.831 (1.834)	Loss 0.0085 (0.0120)	Prec@1 100.000 (99.980)
Epoch: [209][800/1194]	Time 1.824 (1.834)	Loss 0.0049 (0.0121)	Prec@1 100.000 (99.977)
Epoch: [209][850/1194]	Time 1.847 (1.834)	Loss 0.0091 (0.0119)	Prec@1 100.000 (99.976)
Epoch: [209][900/1194]	Time 1.835 (1.833)	Loss 0.0081 (0.0118)	Prec@1 100.000 (99.976)
Epoch: [209][950/1194]	Time 1.830 (1.833)	Loss 0.0066 (0.0118)	Prec@1 100.000 (99.978)
Epoch: [209][1000/1194]	Time 1.840 (1.833)	Loss 0.0763 (0.0121)	Prec@1 99.500 (99.976)
Epoch: [209][1050/1194]	Time 1.855 (1.833)	Loss 0.0111 (0.0119)	Prec@1 100.000 (99.977)
Epoch: [209][1100/1194]	Time 1.830 (1.833)	Loss 0.0050 (0.0118)	Prec@1 100.000 (99.978)
Epoch: [209][1150/1194]	Time 1.825 (1.833)	Loss 0.0115 (0.0119)	Prec@1 100.000 (99.977)
