Epoch: [17][50/1194]	Time 1.844 (1.890)	Loss 0.1809 (0.1887)	Prec@1 98.000 (98.400)
Epoch: [17][100/1194]	Time 1.826 (1.863)	Loss 0.1510 (0.1954)	Prec@1 98.500 (98.112)
Epoch: [17][150/1194]	Time 1.825 (1.853)	Loss 0.1764 (0.2031)	Prec@1 98.750 (98.067)
Epoch: [17][200/1194]	Time 1.834 (1.848)	Loss 0.2144 (0.2128)	Prec@1 98.000 (97.844)
Epoch: [17][250/1194]	Time 1.835 (1.846)	Loss 0.2611 (0.2112)	Prec@1 97.750 (97.930)
Epoch: [17][300/1194]	Time 1.832 (1.844)	Loss 0.2784 (0.2157)	Prec@1 96.250 (97.817)
Epoch: [17][350/1194]	Time 1.827 (1.842)	Loss 0.2062 (0.2205)	Prec@1 98.500 (97.746)
Epoch: [17][400/1194]	Time 1.854 (1.841)	Loss 0.1958 (0.2200)	Prec@1 98.500 (97.769)
Epoch: [17][450/1194]	Time 1.832 (1.840)	Loss 0.2028 (0.2228)	Prec@1 97.500 (97.719)
Epoch: [17][500/1194]	Time 1.836 (1.840)	Loss 0.2640 (0.2195)	Prec@1 96.750 (97.770)
Epoch: [17][550/1194]	Time 1.827 (1.840)	Loss 0.2146 (0.2217)	Prec@1 97.500 (97.748)
Epoch: [17][600/1194]	Time 1.839 (1.839)	Loss 0.1683 (0.2193)	Prec@1 98.250 (97.781)
Epoch: [17][650/1194]	Time 1.841 (1.839)	Loss 0.2953 (0.2220)	Prec@1 96.500 (97.744)
Epoch: [17][700/1194]	Time 1.835 (1.839)	Loss 0.1726 (0.2211)	Prec@1 98.750 (97.741)
Epoch: [17][750/1194]	Time 1.842 (1.839)	Loss 0.3552 (0.2210)	Prec@1 96.000 (97.755)
Epoch: [17][800/1194]	Time 1.862 (1.839)	Loss 0.1985 (0.2203)	Prec@1 98.750 (97.763)
Epoch: [17][850/1194]	Time 1.834 (1.839)	Loss 0.2220 (0.2187)	Prec@1 98.250 (97.790)
Epoch: [17][900/1194]	Time 1.837 (1.839)	Loss 0.1338 (0.2158)	Prec@1 99.500 (97.812)
Epoch: [17][950/1194]	Time 1.825 (1.839)	Loss 0.3297 (0.2181)	Prec@1 94.750 (97.771)
Epoch: [17][1000/1194]	Time 1.834 (1.839)	Loss 0.1691 (0.2181)	Prec@1 98.000 (97.760)
Epoch: [17][1050/1194]	Time 1.832 (1.839)	Loss 0.2430 (0.2174)	Prec@1 98.000 (97.767)
Epoch: [17][1100/1194]	Time 1.839 (1.839)	Loss 0.1180 (0.2163)	Prec@1 99.750 (97.790)
Epoch: [17][1150/1194]	Time 1.833 (1.839)	Loss 0.1519 (0.2144)	Prec@1 98.500 (97.814)
