Epoch: [104][50/1194]	Time 1.816 (1.943)	Loss 0.0169 (0.0118)	Prec@1 100.000 (100.000)
Epoch: [104][100/1194]	Time 1.821 (1.887)	Loss 0.0087 (0.0128)	Prec@1 100.000 (99.987)
Epoch: [104][150/1194]	Time 1.826 (1.871)	Loss 0.0113 (0.0127)	Prec@1 100.000 (99.967)
Epoch: [104][200/1194]	Time 1.834 (1.863)	Loss 0.0120 (0.0122)	Prec@1 100.000 (99.975)
Epoch: [104][250/1194]	Time 1.831 (1.857)	Loss 0.0082 (0.0119)	Prec@1 100.000 (99.980)
Epoch: [104][300/1194]	Time 1.835 (1.854)	Loss 0.0068 (0.0115)	Prec@1 100.000 (99.983)
Epoch: [104][350/1194]	Time 1.832 (1.851)	Loss 0.0139 (0.0118)	Prec@1 100.000 (99.971)
Epoch: [104][400/1194]	Time 1.834 (1.849)	Loss 0.0103 (0.0116)	Prec@1 100.000 (99.972)
Epoch: [104][450/1194]	Time 1.845 (1.847)	Loss 0.0255 (0.0120)	Prec@1 100.000 (99.969)
Epoch: [104][500/1194]	Time 1.847 (1.846)	Loss 0.0068 (0.0116)	Prec@1 100.000 (99.972)
Epoch: [104][550/1194]	Time 1.827 (1.845)	Loss 0.0591 (0.0120)	Prec@1 99.000 (99.966)
Epoch: [104][600/1194]	Time 1.853 (1.843)	Loss 0.0077 (0.0118)	Prec@1 100.000 (99.967)
Epoch: [104][650/1194]	Time 1.816 (1.842)	Loss 0.0123 (0.0118)	Prec@1 100.000 (99.969)
Epoch: [104][700/1194]	Time 1.825 (1.841)	Loss 0.0497 (0.0123)	Prec@1 99.750 (99.968)
Epoch: [104][750/1194]	Time 1.832 (1.840)	Loss 0.0154 (0.0126)	Prec@1 99.750 (99.963)
Epoch: [104][800/1194]	Time 1.817 (1.840)	Loss 0.0120 (0.0124)	Prec@1 100.000 (99.964)
Epoch: [104][850/1194]	Time 1.820 (1.840)	Loss 0.0165 (0.0125)	Prec@1 100.000 (99.965)
Epoch: [104][900/1194]	Time 1.833 (1.839)	Loss 0.0207 (0.0125)	Prec@1 99.750 (99.965)
Epoch: [104][950/1194]	Time 1.826 (1.839)	Loss 0.0161 (0.0125)	Prec@1 99.750 (99.964)
Epoch: [104][1000/1194]	Time 1.843 (1.839)	Loss 0.0174 (0.0125)	Prec@1 100.000 (99.966)
Epoch: [104][1050/1194]	Time 1.827 (1.838)	Loss 0.0169 (0.0124)	Prec@1 100.000 (99.968)
Epoch: [104][1100/1194]	Time 1.813 (1.838)	Loss 0.0074 (0.0123)	Prec@1 100.000 (99.967)
Epoch: [104][1150/1194]	Time 1.835 (1.838)	Loss 0.0076 (0.0124)	Prec@1 100.000 (99.968)
