Epoch: [85][50/1194]	Time 5.313 (7.405)	Loss 0.0705 (0.0170)	Prec@1 99.500 (99.950)
Epoch: [85][100/1194]	Time 10.841 (9.291)	Loss 0.0157 (0.0194)	Prec@1 100.000 (99.950)
Epoch: [85][150/1194]	Time 8.365 (10.070)	Loss 0.0144 (0.0164)	Prec@1 100.000 (99.958)
Epoch: [85][200/1194]	Time 15.123 (10.057)	Loss 0.0078 (0.0158)	Prec@1 100.000 (99.950)
Epoch: [85][250/1194]	Time 15.341 (10.223)	Loss 0.0168 (0.0164)	Prec@1 100.000 (99.940)
Epoch: [85][300/1194]	Time 7.312 (10.147)	Loss 0.0182 (0.0159)	Prec@1 100.000 (99.942)
Epoch: [85][350/1194]	Time 7.448 (10.292)	Loss 0.0094 (0.0151)	Prec@1 100.000 (99.946)
Epoch: [85][400/1194]	Time 7.907 (10.320)	Loss 0.0087 (0.0149)	Prec@1 100.000 (99.950)
Epoch: [85][450/1194]	Time 7.564 (10.537)	Loss 0.0092 (0.0145)	Prec@1 100.000 (99.956)
Epoch: [85][500/1194]	Time 7.203 (10.530)	Loss 0.0124 (0.0149)	Prec@1 100.000 (99.955)
Epoch: [85][550/1194]	Time 12.270 (10.680)	Loss 0.0877 (0.0160)	Prec@1 99.000 (99.948)
Epoch: [85][600/1194]	Time 6.750 (10.610)	Loss 0.0125 (0.0158)	Prec@1 100.000 (99.952)
Epoch: [85][650/1194]	Time 9.483 (10.669)	Loss 0.0110 (0.0159)	Prec@1 100.000 (99.948)
Epoch: [85][700/1194]	Time 7.337 (10.675)	Loss 0.0106 (0.0158)	Prec@1 100.000 (99.948)
Epoch: [85][750/1194]	Time 7.373 (10.706)	Loss 0.0123 (0.0159)	Prec@1 100.000 (99.948)
Epoch: [85][800/1194]	Time 7.756 (10.704)	Loss 0.0194 (0.0164)	Prec@1 100.000 (99.944)
Epoch: [85][850/1194]	Time 7.149 (10.721)	Loss 0.0127 (0.0172)	Prec@1 100.000 (99.938)
Epoch: [85][900/1194]	Time 10.212 (10.718)	Loss 0.0200 (0.0173)	Prec@1 100.000 (99.936)
Epoch: [85][950/1194]	Time 13.089 (10.716)	Loss 0.0095 (0.0172)	Prec@1 100.000 (99.936)
Epoch: [85][1000/1194]	Time 6.460 (10.679)	Loss 0.0179 (0.0169)	Prec@1 100.000 (99.939)
Epoch: [85][1050/1194]	Time 13.123 (10.699)	Loss 0.0261 (0.0170)	Prec@1 100.000 (99.939)
Epoch: [85][1100/1194]	Time 9.075 (10.669)	Loss 0.0196 (0.0170)	Prec@1 100.000 (99.941)
Epoch: [85][1150/1194]	Time 6.865 (10.676)	Loss 0.0093 (0.0171)	Prec@1 100.000 (99.939)
