Epoch: [28][50/1194]	Time 1.824 (1.887)	Loss 0.0718 (0.0726)	Prec@1 99.000 (99.525)
Epoch: [28][100/1194]	Time 1.826 (1.860)	Loss 0.0558 (0.0605)	Prec@1 99.750 (99.688)
Epoch: [28][150/1194]	Time 1.830 (1.851)	Loss 0.1691 (0.0702)	Prec@1 98.750 (99.500)
Epoch: [28][200/1194]	Time 1.835 (1.847)	Loss 0.1059 (0.0691)	Prec@1 99.500 (99.544)
Epoch: [28][250/1194]	Time 1.832 (1.845)	Loss 0.0316 (0.0694)	Prec@1 100.000 (99.550)
Epoch: [28][300/1194]	Time 1.841 (1.844)	Loss 0.0582 (0.0742)	Prec@1 99.250 (99.467)
Epoch: [28][350/1194]	Time 1.832 (1.842)	Loss 0.0581 (0.0750)	Prec@1 99.750 (99.436)
Epoch: [28][400/1194]	Time 1.853 (1.842)	Loss 0.0694 (0.0744)	Prec@1 99.500 (99.463)
Epoch: [28][450/1194]	Time 1.831 (1.841)	Loss 0.0849 (0.0735)	Prec@1 99.750 (99.475)
Epoch: [28][500/1194]	Time 1.830 (1.841)	Loss 0.0592 (0.0722)	Prec@1 99.500 (99.487)
Epoch: [28][550/1194]	Time 1.864 (1.841)	Loss 0.0410 (0.0732)	Prec@1 99.750 (99.475)
Epoch: [28][600/1194]	Time 1.849 (1.841)	Loss 0.1342 (0.0726)	Prec@1 97.500 (99.463)
Epoch: [28][650/1194]	Time 1.835 (1.841)	Loss 0.0760 (0.0724)	Prec@1 99.500 (99.465)
Epoch: [28][700/1194]	Time 1.834 (1.841)	Loss 0.0344 (0.0708)	Prec@1 100.000 (99.487)
Epoch: [28][750/1194]	Time 1.832 (1.841)	Loss 0.0310 (0.0709)	Prec@1 99.750 (99.490)
Epoch: [28][800/1194]	Time 1.837 (1.841)	Loss 0.1072 (0.0719)	Prec@1 98.750 (99.469)
Epoch: [28][850/1194]	Time 1.848 (1.841)	Loss 0.1734 (0.0721)	Prec@1 98.250 (99.472)
Epoch: [28][900/1194]	Time 1.843 (1.841)	Loss 0.0374 (0.0718)	Prec@1 100.000 (99.467)
Epoch: [28][950/1194]	Time 1.825 (1.841)	Loss 0.0655 (0.0718)	Prec@1 99.500 (99.467)
Epoch: [28][1000/1194]	Time 1.838 (1.841)	Loss 0.0457 (0.0721)	Prec@1 100.000 (99.468)
Epoch: [28][1050/1194]	Time 1.829 (1.841)	Loss 0.0988 (0.0734)	Prec@1 98.750 (99.444)
Epoch: [28][1100/1194]	Time 1.836 (1.841)	Loss 0.1552 (0.0737)	Prec@1 97.750 (99.439)
Epoch: [28][1150/1194]	Time 1.834 (1.841)	Loss 0.0441 (0.0739)	Prec@1 99.500 (99.421)
