Epoch: [90][50/1194]	Time 1.815 (1.899)	Loss 0.0114 (0.0123)	Prec@1 100.000 (99.975)
Epoch: [90][100/1194]	Time 1.839 (1.865)	Loss 0.0207 (0.0139)	Prec@1 99.750 (99.950)
Epoch: [90][150/1194]	Time 1.842 (1.855)	Loss 0.0107 (0.0152)	Prec@1 100.000 (99.933)
Epoch: [90][200/1194]	Time 1.831 (1.849)	Loss 0.0111 (0.0151)	Prec@1 100.000 (99.950)
Epoch: [90][250/1194]	Time 1.822 (1.845)	Loss 0.0208 (0.0154)	Prec@1 100.000 (99.950)
Epoch: [90][300/1194]	Time 1.852 (1.841)	Loss 0.0061 (0.0144)	Prec@1 100.000 (99.958)
Epoch: [90][350/1194]	Time 1.829 (1.840)	Loss 0.0086 (0.0146)	Prec@1 100.000 (99.946)
Epoch: [90][400/1194]	Time 1.832 (1.838)	Loss 0.0146 (0.0146)	Prec@1 100.000 (99.944)
Epoch: [90][450/1194]	Time 1.822 (1.836)	Loss 0.0137 (0.0143)	Prec@1 100.000 (99.950)
Epoch: [90][500/1194]	Time 1.825 (1.836)	Loss 0.0123 (0.0142)	Prec@1 100.000 (99.945)
Epoch: [90][550/1194]	Time 1.831 (1.835)	Loss 0.0439 (0.0143)	Prec@1 99.500 (99.945)
Epoch: [90][600/1194]	Time 1.823 (1.834)	Loss 0.0082 (0.0142)	Prec@1 100.000 (99.948)
Epoch: [90][650/1194]	Time 1.830 (1.834)	Loss 0.0049 (0.0141)	Prec@1 100.000 (99.948)
Epoch: [90][700/1194]	Time 1.827 (1.834)	Loss 0.0075 (0.0143)	Prec@1 100.000 (99.946)
Epoch: [90][750/1194]	Time 1.820 (1.833)	Loss 0.0082 (0.0145)	Prec@1 100.000 (99.942)
Epoch: [90][800/1194]	Time 1.823 (1.833)	Loss 0.0177 (0.0149)	Prec@1 100.000 (99.941)
Epoch: [90][850/1194]	Time 1.835 (1.833)	Loss 0.0141 (0.0146)	Prec@1 100.000 (99.944)
Epoch: [90][900/1194]	Time 1.830 (1.833)	Loss 0.0129 (0.0145)	Prec@1 100.000 (99.947)
Epoch: [90][950/1194]	Time 1.830 (1.833)	Loss 0.0192 (0.0146)	Prec@1 100.000 (99.949)
Epoch: [90][1000/1194]	Time 1.836 (1.834)	Loss 0.0171 (0.0145)	Prec@1 99.750 (99.950)
Epoch: [90][1050/1194]	Time 6.668 (2.150)	Loss 0.0152 (0.0146)	Prec@1 100.000 (99.950)
Epoch: [90][1100/1194]	Time 8.304 (2.362)	Loss 0.0108 (0.0148)	Prec@1 100.000 (99.947)
Epoch: [90][1150/1194]	Time 6.415 (2.524)	Loss 0.0334 (0.0150)	Prec@1 99.750 (99.946)
