('RGB', 'FLOW')	0.2536816217938848	0.31521421809059125	
('RGB', 'AVR')	0.08429192688109459	0.24791197821133493	
('RGB', 'LVR0')	0.18698621732906132	0.2874592029107045	
('RGB', 'LVR1')	0.39869298293830485	0.42197818170386264	
('RGB', 'LVR2')	0.3784549555813457	0.44087482178651366	
('FLOW', 'AVR')	0.14686380936643842	0.2246573962591093	
('FLOW', 'LVR0')	0.11831402388253458	0.16809043699264634	
('FLOW', 'LVR1')	0.23907286884487722	0.27484584979487825	
('FLOW', 'LVR2')	0.21407563798088866	0.2593862890585277	
('AVR', 'LVR0')	0.2568922360410044	0.27356069749563255	
('AVR', 'LVR1')	0.17685520441879732	0.23595024821525137	
('AVR', 'LVR2')	0.18067735625722892	0.2564893730385635	
('LVR0', 'LVR1')	0.29483954971233395	0.30517912887704596	
('LVR0', 'LVR2')	0.2654468073165475	0.25255932975859735	
('LVR1', 'LVR2')	0.4105095023312833	0.40704332719648084	
('RGB', 'FLOW', 'AVR')	0.16569500743428203	0.2685093689881966	
('RGB', 'FLOW', 'LVR0')	0.19200313838076188	0.264179760934283	
('RGB', 'FLOW', 'LVR1')	0.3012711426708195	0.3385873297889008	
('RGB', 'FLOW', 'LVR2')	0.28562500428230625	0.33995815026745335	
('RGB', 'AVR', 'LVR0')	0.19387878168646344	0.27364878906890805	
('RGB', 'AVR', 'LVR1')	0.21515452251225495	0.30560511189238954	
('RGB', 'AVR', 'LVR2')	0.2116659386587775	0.31861738899887043	
('RGB', 'LVR0', 'LVR1')	0.2946251448492279	0.34261347696450944	
('RGB', 'LVR0', 'LVR2')	0.27843763671651983	0.33179157755271266	
('RGB', 'LVR1', 'LVR2')	0.39784155721535064	0.4235156490673348	
('FLOW', 'AVR', 'LVR0')	0.19211035221057363	0.22992017127479544	
('FLOW', 'AVR', 'LVR1')	0.19483444455459764	0.2511419476662677	
('FLOW', 'AVR', 'LVR2')	0.1895294239332976	0.25253306650971846	
('FLOW', 'LVR0', 'LVR1')	0.22813903080710216	0.2562005225752963	
('FLOW', 'LVR0', 'LVR2')	0.21040659821924854	0.23404567077949154	
('FLOW', 'LVR1', 'LVR2')	0.2951040516797979	0.3154403150666472	
('AVR', 'LVR0', 'LVR1')	0.24849035815495812	0.27443229631685234	
('AVR', 'LVR0', 'LVR2')	0.24004177639800764	0.26333467868739147	
('AVR', 'LVR1', 'LVR2')	0.2519869845008229	0.3028769628780817	
('LVR0', 'LVR1', 'LVR2')	0.32296435399789886	0.32558268747159974	
('RGB', 'FLOW', 'AVR', 'LVR0')	0.1933905849369233	0.2623517574137624	
('RGB', 'FLOW', 'AVR', 'LVR1')	0.21982530564700256	0.2928494354058579	
('RGB', 'FLOW', 'AVR', 'LVR2')	0.2143738478324683	0.29676396854363	
('RGB', 'FLOW', 'LVR0', 'LVR1')	0.25659795638745336	0.302646651187422	
('RGB', 'FLOW', 'LVR0', 'LVR2')	0.24432545425780916	0.2948272915852223	
('RGB', 'FLOW', 'LVR1', 'LVR2')	0.32210699780901225	0.35490779681983353	
('RGB', 'AVR', 'LVR0', 'LVR1')	0.2417270639909387	0.30112460238468625	
('RGB', 'AVR', 'LVR0', 'LVR2')	0.23487550875076693	0.298889168250574	
('RGB', 'AVR', 'LVR1', 'LVR2')	0.2671587364617064	0.3388351737492414	
('RGB', 'LVR0', 'LVR1', 'LVR2')	0.3236086173654273	0.3574024119363279	
('FLOW', 'AVR', 'LVR0', 'LVR1')	0.22124572616789198	0.2559448088294544	
('FLOW', 'AVR', 'LVR0', 'LVR2')	0.21356290219904514	0.24794656827113823	
('FLOW', 'AVR', 'LVR1', 'LVR2')	0.23439099564797328	0.2823480362231524	
('FLOW', 'LVR0', 'LVR1', 'LVR2')	0.2671867520603245	0.28507673947083995	
('AVR', 'LVR0', 'LVR1', 'LVR2')	0.2673309626498554	0.2932457264317423	
('RGB', 'FLOW', 'AVR', 'LVR0', 'LVR1')	0.22916458806664605	0.2844748988515641	
('RGB', 'FLOW', 'AVR', 'LVR0', 'LVR2')	0.22283187404390123	0.28164349924451154	
('RGB', 'FLOW', 'AVR', 'LVR1', 'LVR2')	0.25175334525542215	0.313969493442723	
('RGB', 'FLOW', 'LVR0', 'LVR1', 'LVR2')	0.2839512550159479	0.3199859439712589	
('RGB', 'AVR', 'LVR0', 'LVR1', 'LVR2')	0.2680140059564176	0.31892693340158934	
('FLOW', 'AVR', 'LVR0', 'LVR1', 'LVR2')	0.24280955741482182	0.27431437507209283	
('RGB', 'FLOW', 'AVR', 'LVR0', 'LVR1', 'LVR2')	0.2508963603427017	0.2996820257240085	
