timestamp	architecture	data_dir	dataset	hostname	modality	model_path	o	settings	split	virtual_env	w	npy_file
1593652139.922257	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	flow	../log/1593558190.948042/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593652139.922257/hmdb51_flow_inception_v3_s1.npy
1593993396.2428837	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	voronoi	flow	../log/1593894358.2483032/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593993396.2428837/ucf101_flow_inception_v3_s3.npy
1594796573.9589634	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	flow	../log/1594444234.5895376/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594796573.9589634/ucf101_flow_inception_v3_s2.npy
1594412255.4637458	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	flow	../log/1594348203.202285/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594412255.4637458/ucf101_flow_inception_v3_s1.npy
1594354932.7073405	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rhythm	../log/1594334479.1038432/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594354932.7073405/ucf101_rhythm_inception_v3_s1.npy
1593992753.7957015	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rgb	../log/1593833233.8919935/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593992753.7957015/hmdb51_rgb_inception_v3_s2.npy
1594488325.5848143	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rgb	../log/1594442151.3412776/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594488325.5848143/ucf101_rgb_inception_v3_s2.npy
1593992961.2348812	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rgb	../log/1593840762.040813/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593992961.2348812/hmdb51_rgb_inception_v3_s3.npy
1593993491.3737884	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	voronoi	flow	../log/1593894398.8085139/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593993491.3737884/hmdb51_flow_inception_v3_s3.npy
1593623072.2709904	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rhythm	../log/1593542422.2447162/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593623072.2709904/ucf101_rhythm_inception_v3_s1.npy
1593639402.9245038	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	flow	../log/1593547968.1252046/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593639402.9245038/ucf101_flow_inception_v3_s1.npy
1593944268.1883364	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	voronoi	rhythm	../log/1593832201.9653952/checkpoints/model_best_rhythm_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593944268.1883364/hmdb51_rhythm_inception_v3_s3.npy
1594488823.8470442	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rgb	../log/1594442688.716026/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594488823.8470442/hmdb51_rgb_inception_v3_s3.npy
1593916019.758345	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rhythm	../log/1593830184.3890243/checkpoints/model_best_rhythm_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593916019.758345/hmdb51_rhythm_inception_v3_s2.npy
1594488446.201979	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rgb	../log/1594442200.443803/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594488446.201979/hmdb51_rgb_inception_v3_s2.npy
1593917133.3513656	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rgb	../log/1593840488.671185/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593917133.3513656/ucf101_rgb_inception_v3_s3.npy
1594364293.5556724	inception_v3	/home/Datasets/UCF-101-OF_CPU	ucf101	phong	rgb	../log/1594347389.637262/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594364293.5556724/ucf101_rgb_inception_v3_s1.npy
1594357342.4883204	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	bezier	rgb	../log/1594347814.5868268/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594357342.4883204/hmdb51_rgb_inception_v3_s1.npy
1594355523.3335085	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rgb	../log/1594347814.5868268/checkpoints/model_best_rgb2_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594355523.3335085/hmdb51_rgb_inception_v3_s1.npy
1594412108.7686486	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	flow	../log/1594348203.202285/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594412108.7686486/ucf101_flow_inception_v3_s1.npy
1594527732.8121166	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	phong	flow	../log/1594444234.5895376/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594527732.8121166/ucf101_flow_inception_v3_s2.npy
1594607089.6442664	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	phong	flow	../log/1594447261.3803627/checkpoints/model_best_flow_split_3.pth.tar	NPYS/	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594607089.6442664/ucf101_flow_inception_v3_s3.npy
1594682552.920787	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	flow	../log/1593895349.772952/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594682552.920787/hmdb51_flow_inception_v3_s2.npy
1593940571.1122901	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	voronoi	rhythm	../log/1593760947.6881301/checkpoints/model_best_rhythm_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593940571.1122901/ucf101_rhythm_inception_v3_s2.npy
1594642282.206074	inception_v3	/home/Datasets/UCF-101-OF_CPU	ucf101	phong	flow	../log/1593895311.0357978/checkpoints/model_best_flow_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1594642282.206074/ucf101_flow_inception_v3_s2.npy
1593915906.7051237	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rhythm	../log/1593760947.6881301/checkpoints/model_best_rhythm_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593915906.7051237/ucf101_rhythm_inception_v3_s2.npy
1593710997.4206576	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	flow	../log/1593558190.948042/checkpoints/model_best_flow_split_1.pth.tar	NPYS/	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593710997.4206576/hmdb51_flow_inception_v3_s1.npy
1593916755.14309	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rgb	../log/1593832736.6275618/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593916755.14309/ucf101_rgb_inception_v3_s2.npy
1593559102.0596259	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	prim	rhythm	../log/1593542422.2447162/checkpoints/model_best_rhythm_split_1.pth.tar	NPYS	../datasets/settings_earlystop/	1	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593559102.0596259/ucf101_rhythm_inception_v3_s1.npy
1594528014.4922092	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	prim	rgb	../log/1594442200.443803/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1594528014.4922092/hmdb51_rgb_inception_v3_s2.npy
1593917043.3295817	inception_v3	/home/Datasets/hmdb_of_frames/	hmdb51	phong	rgb	../log/1593833233.8919935/checkpoints/model_best_rgb2_split_2.pth.tar	NPYS/	../datasets/settings_earlystop/	2	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	False	../test/NPYS_es/1593917043.3295817/hmdb51_rgb_inception_v3_s2.npy
1593992837.1588902	inception_v3	/home/Datasets/UCF-101-OF_CPU/	ucf101	bezier	rgb	../log/1593840488.671185/checkpoints/model_best_rgb2_split_3.pth.tar	NPYS	../datasets/settings_earlystop/	3	/home/helena.maia/Documentos/VR_CNN/ve_pytorch	True	../test/NPYS_es/1593992837.1588902/ucf101_rgb_inception_v3_s3.npy
