Epoch: [151][50/764]	Time 0.985 (0.959)	Loss 0.0334 (0.0331)	Prec@1 100.000 (99.680)
Epoch: [151][100/764]	Time 0.946 (0.989)	Loss 0.0268 (0.0278)	Prec@1 99.200 (99.720)
Epoch: [151][150/764]	Time 0.711 (0.975)	Loss 0.0272 (0.0280)	Prec@1 100.000 (99.707)
Epoch: [151][200/764]	Time 1.022 (1.018)	Loss 0.0074 (0.0298)	Prec@1 100.000 (99.700)
Epoch: [151][250/764]	Time 0.924 (1.004)	Loss 0.0134 (0.0279)	Prec@1 100.000 (99.712)
Epoch: [151][300/764]	Time 0.858 (1.007)	Loss 0.0301 (0.0275)	Prec@1 99.200 (99.720)
Epoch: [151][350/764]	Time 0.802 (1.043)	Loss 0.0125 (0.0278)	Prec@1 100.000 (99.726)
Epoch: [151][400/764]	Time 0.946 (1.028)	Loss 0.0309 (0.0276)	Prec@1 100.000 (99.730)
Epoch: [151][450/764]	Time 1.227 (1.034)	Loss 0.0158 (0.0274)	Prec@1 100.000 (99.724)
Epoch: [151][500/764]	Time 0.789 (1.022)	Loss 0.0330 (0.0267)	Prec@1 100.000 (99.744)
Epoch: [151][550/764]	Time 2.124 (1.027)	Loss 0.0534 (0.0272)	Prec@1 98.400 (99.731)
Epoch: [151][600/764]	Time 1.296 (1.050)	Loss 0.0252 (0.0269)	Prec@1 100.000 (99.733)
Epoch: [151][650/764]	Time 0.795 (1.043)	Loss 0.0447 (0.0268)	Prec@1 99.200 (99.735)
Epoch: [151][700/764]	Time 0.818 (1.037)	Loss 0.0153 (0.0264)	Prec@1 100.000 (99.737)
Epoch: [151][750/764]	Time 1.348 (1.038)	Loss 0.0254 (0.0265)	Prec@1 100.000 (99.733)
