Epoch: [195][50/764]	Time 1.025 (1.049)	Loss 0.0240 (0.0345)	Prec@1 100.000 (99.760)
Epoch: [195][100/764]	Time 1.094 (1.035)	Loss 0.0093 (0.0289)	Prec@1 100.000 (99.800)
Epoch: [195][150/764]	Time 0.872 (1.114)	Loss 0.0233 (0.0284)	Prec@1 100.000 (99.733)
Epoch: [195][200/764]	Time 1.072 (1.119)	Loss 0.0303 (0.0262)	Prec@1 100.000 (99.800)
Epoch: [195][250/764]	Time 0.677 (1.112)	Loss 0.0131 (0.0264)	Prec@1 100.000 (99.808)
Epoch: [195][300/764]	Time 0.989 (1.112)	Loss 0.0172 (0.0266)	Prec@1 100.000 (99.800)
Epoch: [195][350/764]	Time 1.120 (1.104)	Loss 0.0187 (0.0260)	Prec@1 100.000 (99.794)
Epoch: [195][400/764]	Time 1.526 (1.108)	Loss 0.0391 (0.0255)	Prec@1 99.200 (99.800)
Epoch: [195][450/764]	Time 0.833 (1.101)	Loss 0.0133 (0.0252)	Prec@1 100.000 (99.804)
Epoch: [195][500/764]	Time 0.759 (1.102)	Loss 0.0190 (0.0251)	Prec@1 100.000 (99.816)
Epoch: [195][550/764]	Time 0.733 (1.093)	Loss 0.0130 (0.0255)	Prec@1 100.000 (99.811)
Epoch: [195][600/764]	Time 1.299 (1.106)	Loss 0.0188 (0.0247)	Prec@1 100.000 (99.820)
Epoch: [195][650/764]	Time 0.683 (1.097)	Loss 0.0319 (0.0250)	Prec@1 99.200 (99.809)
Epoch: [195][700/764]	Time 0.681 (1.087)	Loss 0.0690 (0.0249)	Prec@1 99.200 (99.811)
Epoch: [195][750/764]	Time 0.987 (1.079)	Loss 0.0527 (0.0250)	Prec@1 99.200 (99.813)
