Epoch: [60][50/764]	Time 1.903 (1.967)	Loss 0.1004 (0.0614)	Prec@1 98.400 (99.360)
Epoch: [60][100/764]	Time 1.903 (2.259)	Loss 0.0456 (0.0624)	Prec@1 100.000 (99.320)
Epoch: [60][150/764]	Time 2.555 (2.234)	Loss 0.0461 (0.0655)	Prec@1 100.000 (99.360)
Epoch: [60][200/764]	Time 1.918 (2.204)	Loss 0.0871 (0.0718)	Prec@1 99.200 (99.340)
Epoch: [60][250/764]	Time 2.329 (2.288)	Loss 0.0507 (0.0722)	Prec@1 99.200 (99.360)
Epoch: [60][300/764]	Time 1.923 (2.233)	Loss 0.0194 (0.0679)	Prec@1 100.000 (99.387)
Epoch: [60][350/764]	Time 1.884 (2.285)	Loss 0.0637 (0.0671)	Prec@1 98.400 (99.429)
Epoch: [60][400/764]	Time 1.906 (2.237)	Loss 0.0494 (0.0678)	Prec@1 100.000 (99.390)
Epoch: [60][450/764]	Time 1.900 (2.275)	Loss 0.1086 (0.0657)	Prec@1 98.400 (99.422)
Epoch: [60][500/764]	Time 2.122 (2.293)	Loss 0.0504 (0.0662)	Prec@1 100.000 (99.432)
Epoch: [60][550/764]	Time 1.895 (2.258)	Loss 0.0802 (0.0665)	Prec@1 99.200 (99.396)
Epoch: [60][600/764]	Time 1.901 (2.276)	Loss 0.0740 (0.0669)	Prec@1 99.200 (99.407)
Epoch: [60][650/764]	Time 1.907 (2.248)	Loss 0.0261 (0.0653)	Prec@1 100.000 (99.434)
Epoch: [60][700/764]	Time 1.725 (2.262)	Loss 0.0875 (0.0649)	Prec@1 98.400 (99.429)
Epoch: [60][750/764]	Time 1.795 (2.298)	Loss 0.1114 (0.0645)	Prec@1 98.400 (99.435)
