Epoch: [179][50/764]	Time 1.041 (1.460)	Loss 0.0135 (0.0295)	Prec@1 100.000 (99.840)
Epoch: [179][100/764]	Time 0.989 (1.257)	Loss 0.0197 (0.0257)	Prec@1 100.000 (99.880)
Epoch: [179][150/764]	Time 1.291 (1.218)	Loss 0.0307 (0.0258)	Prec@1 100.000 (99.867)
Epoch: [179][200/764]	Time 1.226 (1.226)	Loss 0.0547 (0.0261)	Prec@1 99.200 (99.800)
Epoch: [179][250/764]	Time 1.623 (1.257)	Loss 0.0635 (0.0257)	Prec@1 99.200 (99.792)
Epoch: [179][300/764]	Time 1.056 (1.288)	Loss 0.0441 (0.0252)	Prec@1 98.400 (99.773)
Epoch: [179][350/764]	Time 1.502 (1.380)	Loss 0.0116 (0.0254)	Prec@1 100.000 (99.771)
Epoch: [179][400/764]	Time 1.169 (1.385)	Loss 0.0231 (0.0252)	Prec@1 100.000 (99.790)
Epoch: [179][450/764]	Time 1.050 (1.372)	Loss 0.0212 (0.0252)	Prec@1 100.000 (99.787)
Epoch: [179][500/764]	Time 1.350 (1.363)	Loss 0.0187 (0.0253)	Prec@1 100.000 (99.792)
Epoch: [179][550/764]	Time 0.915 (1.348)	Loss 0.0348 (0.0253)	Prec@1 99.200 (99.789)
Epoch: [179][600/764]	Time 0.742 (1.333)	Loss 0.0117 (0.0247)	Prec@1 100.000 (99.807)
Epoch: [179][650/764]	Time 1.281 (1.322)	Loss 0.0175 (0.0243)	Prec@1 100.000 (99.822)
Epoch: [179][700/764]	Time 1.272 (1.315)	Loss 0.0350 (0.0245)	Prec@1 100.000 (99.829)
Epoch: [179][750/764]	Time 1.643 (1.319)	Loss 0.0588 (0.0243)	Prec@1 99.200 (99.829)
