Epoch: [46][50/764]	Time 1.898 (2.469)	Loss 0.0507 (0.0866)	Prec@1 100.000 (98.960)
Epoch: [46][100/764]	Time 2.061 (2.618)	Loss 0.1019 (0.0839)	Prec@1 100.000 (99.280)
Epoch: [46][150/764]	Time 2.438 (2.713)	Loss 0.0602 (0.0791)	Prec@1 99.200 (99.307)
Epoch: [46][200/764]	Time 2.098 (2.563)	Loss 0.1462 (0.0802)	Prec@1 96.800 (99.260)
Epoch: [46][250/764]	Time 2.019 (2.678)	Loss 0.0927 (0.0831)	Prec@1 98.400 (99.264)
Epoch: [46][300/764]	Time 1.905 (2.793)	Loss 0.0649 (0.0843)	Prec@1 99.200 (99.280)
Epoch: [46][350/764]	Time 2.300 (2.704)	Loss 0.1111 (0.0840)	Prec@1 99.200 (99.269)
Epoch: [46][400/764]	Time 1.902 (2.780)	Loss 0.0815 (0.0832)	Prec@1 99.200 (99.290)
Epoch: [46][450/764]	Time 1.877 (2.838)	Loss 0.0830 (0.0833)	Prec@1 98.400 (99.262)
Epoch: [46][500/764]	Time 3.022 (2.868)	Loss 0.0910 (0.0840)	Prec@1 99.200 (99.232)
Epoch: [46][550/764]	Time 2.909 (2.886)	Loss 0.0932 (0.0832)	Prec@1 99.200 (99.244)
Epoch: [46][600/764]	Time 2.145 (2.864)	Loss 0.0380 (0.0839)	Prec@1 100.000 (99.247)
Epoch: [46][650/764]	Time 2.361 (2.866)	Loss 0.1025 (0.0845)	Prec@1 100.000 (99.231)
Epoch: [46][700/764]	Time 2.660 (2.885)	Loss 0.0380 (0.0845)	Prec@1 100.000 (99.240)
Epoch: [46][750/764]	Time 3.575 (2.905)	Loss 0.0678 (0.0856)	Prec@1 100.000 (99.205)
