Epoch: [198][50/764]	Time 1.221 (1.171)	Loss 0.0067 (0.0178)	Prec@1 100.000 (100.000)
Epoch: [198][100/764]	Time 0.957 (1.075)	Loss 0.0108 (0.0227)	Prec@1 100.000 (99.800)
Epoch: [198][150/764]	Time 0.864 (1.084)	Loss 0.0906 (0.0237)	Prec@1 99.200 (99.813)
Epoch: [198][200/764]	Time 0.708 (1.009)	Loss 0.0379 (0.0277)	Prec@1 99.200 (99.760)
Epoch: [198][250/764]	Time 0.810 (0.965)	Loss 0.0262 (0.0269)	Prec@1 100.000 (99.776)
Epoch: [198][300/764]	Time 1.122 (0.991)	Loss 0.0222 (0.0265)	Prec@1 100.000 (99.787)
Epoch: [198][350/764]	Time 0.688 (0.993)	Loss 0.0182 (0.0269)	Prec@1 100.000 (99.783)
Epoch: [198][400/764]	Time 0.754 (0.988)	Loss 0.0496 (0.0277)	Prec@1 99.200 (99.750)
Epoch: [198][450/764]	Time 0.777 (0.979)	Loss 0.0083 (0.0266)	Prec@1 100.000 (99.778)
Epoch: [198][500/764]	Time 1.156 (0.974)	Loss 0.0100 (0.0270)	Prec@1 100.000 (99.768)
Epoch: [198][550/764]	Time 1.284 (0.980)	Loss 0.0510 (0.0268)	Prec@1 99.200 (99.767)
Epoch: [198][600/764]	Time 1.033 (0.972)	Loss 0.0139 (0.0269)	Prec@1 100.000 (99.767)
Epoch: [198][650/764]	Time 1.098 (0.992)	Loss 0.0124 (0.0262)	Prec@1 100.000 (99.772)
Epoch: [198][700/764]	Time 0.772 (0.984)	Loss 0.0312 (0.0261)	Prec@1 99.200 (99.777)
Epoch: [198][750/764]	Time 1.053 (0.980)	Loss 0.0326 (0.0263)	Prec@1 99.200 (99.771)
