Epoch: [167][50/1194]	Time 3.700 (3.722)	Loss 0.0047 (0.0069)	Prec@1 100.000 (100.000)
Epoch: [167][100/1194]	Time 3.476 (3.644)	Loss 0.0072 (0.0074)	Prec@1 100.000 (99.987)
Epoch: [167][150/1194]	Time 2.757 (3.706)	Loss 0.0050 (0.0076)	Prec@1 100.000 (99.992)
Epoch: [167][200/1194]	Time 5.660 (3.712)	Loss 0.0064 (0.0081)	Prec@1 100.000 (99.994)
Epoch: [167][250/1194]	Time 2.758 (3.834)	Loss 0.0048 (0.0081)	Prec@1 100.000 (99.995)
Epoch: [167][300/1194]	Time 2.757 (3.655)	Loss 0.0113 (0.0082)	Prec@1 100.000 (99.996)
Epoch: [167][350/1194]	Time 2.755 (3.583)	Loss 0.0041 (0.0078)	Prec@1 100.000 (99.996)
Epoch: [167][400/1194]	Time 2.759 (3.480)	Loss 0.0076 (0.0078)	Prec@1 100.000 (99.997)
Epoch: [167][450/1194]	Time 2.760 (3.400)	Loss 0.0202 (0.0081)	Prec@1 100.000 (99.997)
Epoch: [167][500/1194]	Time 2.765 (3.336)	Loss 0.0058 (0.0081)	Prec@1 100.000 (99.998)
Epoch: [167][550/1194]	Time 2.770 (3.284)	Loss 0.0124 (0.0082)	Prec@1 100.000 (99.998)
Epoch: [167][600/1194]	Time 2.759 (3.241)	Loss 0.0073 (0.0082)	Prec@1 100.000 (99.998)
Epoch: [167][650/1194]	Time 2.768 (3.204)	Loss 0.0060 (0.0080)	Prec@1 100.000 (99.998)
Epoch: [167][700/1194]	Time 2.768 (3.173)	Loss 0.0046 (0.0078)	Prec@1 100.000 (99.998)
Epoch: [167][750/1194]	Time 2.756 (3.146)	Loss 0.0087 (0.0078)	Prec@1 100.000 (99.998)
Epoch: [167][800/1194]	Time 2.759 (3.122)	Loss 0.0036 (0.0078)	Prec@1 100.000 (99.998)
Epoch: [167][850/1194]	Time 2.764 (3.101)	Loss 0.0066 (0.0079)	Prec@1 100.000 (99.997)
Epoch: [167][900/1194]	Time 2.766 (3.082)	Loss 0.0070 (0.0078)	Prec@1 100.000 (99.997)
Epoch: [167][950/1194]	Time 2.766 (3.066)	Loss 0.0116 (0.0078)	Prec@1 100.000 (99.997)
Epoch: [167][1000/1194]	Time 2.765 (3.051)	Loss 0.0048 (0.0077)	Prec@1 100.000 (99.998)
Epoch: [167][1050/1194]	Time 2.755 (3.037)	Loss 0.0048 (0.0078)	Prec@1 100.000 (99.996)
Epoch: [167][1100/1194]	Time 2.770 (3.025)	Loss 0.0128 (0.0079)	Prec@1 100.000 (99.995)
Epoch: [167][1150/1194]	Time 2.759 (3.013)	Loss 0.0163 (0.0079)	Prec@1 100.000 (99.995)
