Epoch: [64][50/1194]	Time 2.755 (2.819)	Loss 0.0068 (0.0149)	Prec@1 100.000 (99.975)
Epoch: [64][100/1194]	Time 2.756 (2.789)	Loss 0.0121 (0.0183)	Prec@1 100.000 (99.925)
Epoch: [64][150/1194]	Time 2.757 (2.779)	Loss 0.0189 (0.0204)	Prec@1 100.000 (99.917)
Epoch: [64][200/1194]	Time 2.759 (2.773)	Loss 0.0090 (0.0213)	Prec@1 100.000 (99.888)
Epoch: [64][250/1194]	Time 2.758 (2.770)	Loss 0.0124 (0.0200)	Prec@1 100.000 (99.905)
Epoch: [64][300/1194]	Time 2.757 (2.769)	Loss 0.0237 (0.0207)	Prec@1 99.750 (99.871)
Epoch: [64][350/1194]	Time 2.756 (2.767)	Loss 0.0568 (0.0203)	Prec@1 99.000 (99.875)
Epoch: [64][400/1194]	Time 2.758 (2.766)	Loss 0.0125 (0.0199)	Prec@1 100.000 (99.884)
Epoch: [64][450/1194]	Time 2.761 (2.765)	Loss 0.0071 (0.0191)	Prec@1 100.000 (99.894)
Epoch: [64][500/1194]	Time 2.759 (2.765)	Loss 0.0066 (0.0200)	Prec@1 100.000 (99.890)
Epoch: [64][550/1194]	Time 2.757 (2.764)	Loss 0.0075 (0.0194)	Prec@1 100.000 (99.900)
Epoch: [64][600/1194]	Time 2.759 (2.764)	Loss 0.0164 (0.0189)	Prec@1 99.750 (99.904)
Epoch: [64][650/1194]	Time 2.760 (2.763)	Loss 0.0345 (0.0191)	Prec@1 99.500 (99.898)
Epoch: [64][700/1194]	Time 2.762 (2.763)	Loss 0.0152 (0.0188)	Prec@1 99.750 (99.902)
Epoch: [64][750/1194]	Time 2.759 (2.763)	Loss 0.0058 (0.0185)	Prec@1 100.000 (99.905)
Epoch: [64][800/1194]	Time 2.760 (2.763)	Loss 0.0611 (0.0185)	Prec@1 99.250 (99.905)
Epoch: [64][850/1194]	Time 2.760 (2.762)	Loss 0.0127 (0.0182)	Prec@1 100.000 (99.909)
Epoch: [64][900/1194]	Time 2.759 (2.762)	Loss 0.0123 (0.0179)	Prec@1 100.000 (99.912)
Epoch: [64][950/1194]	Time 2.758 (2.762)	Loss 0.0207 (0.0178)	Prec@1 99.750 (99.913)
Epoch: [64][1000/1194]	Time 2.759 (2.762)	Loss 0.0118 (0.0176)	Prec@1 100.000 (99.915)
Epoch: [64][1050/1194]	Time 2.757 (2.761)	Loss 0.0125 (0.0175)	Prec@1 100.000 (99.917)
Epoch: [64][1100/1194]	Time 2.757 (2.761)	Loss 0.0098 (0.0174)	Prec@1 100.000 (99.916)
Epoch: [64][1150/1194]	Time 2.760 (2.761)	Loss 0.0162 (0.0174)	Prec@1 99.750 (99.912)
