Epoch: [220][50/1194]	Time 2.745 (2.798)	Loss 0.0101 (0.0261)	Prec@1 100.000 (99.900)
Epoch: [220][100/1194]	Time 2.747 (2.772)	Loss 0.0059 (0.0160)	Prec@1 100.000 (99.950)
Epoch: [220][150/1194]	Time 2.746 (2.764)	Loss 0.0057 (0.0130)	Prec@1 100.000 (99.958)
Epoch: [220][200/1194]	Time 2.750 (2.759)	Loss 0.0043 (0.0120)	Prec@1 100.000 (99.969)
Epoch: [220][250/1194]	Time 2.748 (2.757)	Loss 0.0070 (0.0116)	Prec@1 100.000 (99.965)
Epoch: [220][300/1194]	Time 2.747 (2.756)	Loss 0.0043 (0.0120)	Prec@1 100.000 (99.954)
Epoch: [220][350/1194]	Time 2.748 (2.754)	Loss 0.0061 (0.0112)	Prec@1 100.000 (99.961)
Epoch: [220][400/1194]	Time 2.747 (2.753)	Loss 0.0081 (0.0107)	Prec@1 100.000 (99.966)
Epoch: [220][450/1194]	Time 2.745 (2.753)	Loss 0.0067 (0.0106)	Prec@1 100.000 (99.969)
Epoch: [220][500/1194]	Time 2.744 (2.752)	Loss 0.0240 (0.0106)	Prec@1 100.000 (99.970)
Epoch: [220][550/1194]	Time 2.743 (2.751)	Loss 0.0044 (0.0104)	Prec@1 100.000 (99.973)
Epoch: [220][600/1194]	Time 2.744 (2.751)	Loss 0.0085 (0.0106)	Prec@1 100.000 (99.973)
Epoch: [220][650/1194]	Time 2.748 (2.751)	Loss 0.0056 (0.0103)	Prec@1 100.000 (99.975)
Epoch: [220][700/1194]	Time 2.751 (2.751)	Loss 0.0039 (0.0102)	Prec@1 100.000 (99.977)
Epoch: [220][750/1194]	Time 2.744 (2.750)	Loss 0.0080 (0.0100)	Prec@1 100.000 (99.978)
Epoch: [220][800/1194]	Time 2.746 (2.750)	Loss 0.0196 (0.0098)	Prec@1 100.000 (99.980)
Epoch: [220][850/1194]	Time 2.746 (2.750)	Loss 0.0051 (0.0101)	Prec@1 100.000 (99.979)
Epoch: [220][900/1194]	Time 2.745 (2.750)	Loss 0.0047 (0.0099)	Prec@1 100.000 (99.981)
Epoch: [220][950/1194]	Time 2.750 (2.750)	Loss 0.0031 (0.0097)	Prec@1 100.000 (99.982)
Epoch: [220][1000/1194]	Time 2.748 (2.749)	Loss 0.0075 (0.0097)	Prec@1 100.000 (99.983)
Epoch: [220][1050/1194]	Time 2.748 (2.749)	Loss 0.0050 (0.0096)	Prec@1 100.000 (99.983)
Epoch: [220][1100/1194]	Time 2.747 (2.749)	Loss 0.0083 (0.0095)	Prec@1 100.000 (99.984)
Epoch: [220][1150/1194]	Time 2.746 (2.749)	Loss 0.0067 (0.0095)	Prec@1 100.000 (99.984)
