Epoch: [177][50/1194]	Time 4.750 (4.540)	Loss 0.0068 (0.0079)	Prec@1 100.000 (100.000)
Epoch: [177][100/1194]	Time 4.419 (4.267)	Loss 0.0223 (0.0079)	Prec@1 99.500 (99.975)
Epoch: [177][150/1194]	Time 3.114 (4.386)	Loss 0.0037 (0.0074)	Prec@1 100.000 (99.983)
Epoch: [177][200/1194]	Time 6.072 (4.409)	Loss 0.0044 (0.0070)	Prec@1 100.000 (99.987)
Epoch: [177][250/1194]	Time 5.732 (4.407)	Loss 0.0054 (0.0070)	Prec@1 100.000 (99.990)
Epoch: [177][300/1194]	Time 5.076 (4.513)	Loss 0.0090 (0.0072)	Prec@1 100.000 (99.992)
Epoch: [177][350/1194]	Time 3.954 (4.488)	Loss 0.0043 (0.0081)	Prec@1 100.000 (99.986)
Epoch: [177][400/1194]	Time 3.757 (4.441)	Loss 0.0094 (0.0083)	Prec@1 100.000 (99.987)
Epoch: [177][450/1194]	Time 4.109 (4.396)	Loss 0.0063 (0.0082)	Prec@1 100.000 (99.989)
Epoch: [177][500/1194]	Time 2.938 (4.347)	Loss 0.0131 (0.0081)	Prec@1 100.000 (99.987)
Epoch: [177][550/1194]	Time 2.752 (4.351)	Loss 0.0054 (0.0079)	Prec@1 100.000 (99.989)
Epoch: [177][600/1194]	Time 3.107 (4.326)	Loss 0.0053 (0.0079)	Prec@1 100.000 (99.990)
Epoch: [177][650/1194]	Time 2.753 (4.329)	Loss 0.0228 (0.0082)	Prec@1 100.000 (99.990)
Epoch: [177][700/1194]	Time 2.756 (4.312)	Loss 0.0040 (0.0081)	Prec@1 100.000 (99.991)
Epoch: [177][750/1194]	Time 2.755 (4.311)	Loss 0.0106 (0.0082)	Prec@1 100.000 (99.988)
Epoch: [177][800/1194]	Time 2.762 (4.295)	Loss 0.0093 (0.0082)	Prec@1 100.000 (99.989)
Epoch: [177][850/1194]	Time 2.754 (4.277)	Loss 0.0175 (0.0084)	Prec@1 100.000 (99.990)
Epoch: [177][900/1194]	Time 2.754 (4.272)	Loss 0.0101 (0.0086)	Prec@1 100.000 (99.989)
Epoch: [177][950/1194]	Time 2.748 (4.263)	Loss 0.0059 (0.0086)	Prec@1 100.000 (99.989)
Epoch: [177][1000/1194]	Time 3.647 (4.249)	Loss 0.0042 (0.0085)	Prec@1 100.000 (99.990)
Epoch: [177][1050/1194]	Time 2.864 (4.227)	Loss 0.0116 (0.0086)	Prec@1 100.000 (99.989)
Epoch: [177][1100/1194]	Time 3.693 (4.222)	Loss 0.0059 (0.0088)	Prec@1 100.000 (99.985)
Epoch: [177][1150/1194]	Time 3.614 (4.212)	Loss 0.0133 (0.0088)	Prec@1 100.000 (99.985)
