Epoch: [104][50/1194]	Time 2.758 (2.819)	Loss 0.0046 (0.0172)	Prec@1 100.000 (99.875)
Epoch: [104][100/1194]	Time 2.755 (2.789)	Loss 0.0052 (0.0137)	Prec@1 100.000 (99.925)
Epoch: [104][150/1194]	Time 2.754 (2.779)	Loss 0.0061 (0.0133)	Prec@1 100.000 (99.917)
Epoch: [104][200/1194]	Time 2.759 (2.773)	Loss 0.0152 (0.0130)	Prec@1 100.000 (99.938)
Epoch: [104][250/1194]	Time 2.759 (2.771)	Loss 0.0333 (0.0132)	Prec@1 99.500 (99.935)
Epoch: [104][300/1194]	Time 2.756 (2.768)	Loss 0.0132 (0.0124)	Prec@1 100.000 (99.946)
Epoch: [104][350/1194]	Time 2.757 (2.767)	Loss 0.0101 (0.0121)	Prec@1 100.000 (99.954)
Epoch: [104][400/1194]	Time 2.757 (2.766)	Loss 0.0158 (0.0116)	Prec@1 100.000 (99.959)
Epoch: [104][450/1194]	Time 2.761 (2.765)	Loss 0.0202 (0.0118)	Prec@1 100.000 (99.964)
Epoch: [104][500/1194]	Time 2.758 (2.764)	Loss 0.0054 (0.0114)	Prec@1 100.000 (99.968)
Epoch: [104][550/1194]	Time 2.759 (2.764)	Loss 0.0111 (0.0114)	Prec@1 100.000 (99.966)
Epoch: [104][600/1194]	Time 2.757 (2.763)	Loss 0.0069 (0.0114)	Prec@1 100.000 (99.963)
Epoch: [104][650/1194]	Time 2.757 (2.763)	Loss 0.0081 (0.0115)	Prec@1 100.000 (99.965)
Epoch: [104][700/1194]	Time 2.759 (2.763)	Loss 0.0038 (0.0112)	Prec@1 100.000 (99.966)
Epoch: [104][750/1194]	Time 2.760 (2.762)	Loss 0.0086 (0.0110)	Prec@1 100.000 (99.968)
Epoch: [104][800/1194]	Time 2.759 (2.762)	Loss 0.0069 (0.0107)	Prec@1 100.000 (99.970)
Epoch: [104][850/1194]	Time 2.755 (2.762)	Loss 0.0055 (0.0106)	Prec@1 100.000 (99.969)
Epoch: [104][900/1194]	Time 2.759 (2.762)	Loss 0.0163 (0.0109)	Prec@1 100.000 (99.965)
Epoch: [104][950/1194]	Time 2.755 (2.762)	Loss 0.0065 (0.0107)	Prec@1 100.000 (99.967)
Epoch: [104][1000/1194]	Time 2.756 (2.761)	Loss 0.0070 (0.0108)	Prec@1 100.000 (99.968)
Epoch: [104][1050/1194]	Time 2.756 (2.761)	Loss 0.0338 (0.0110)	Prec@1 99.750 (99.968)
Epoch: [104][1100/1194]	Time 2.755 (2.761)	Loss 0.0091 (0.0110)	Prec@1 100.000 (99.968)
Epoch: [104][1150/1194]	Time 2.757 (2.761)	Loss 0.0042 (0.0109)	Prec@1 100.000 (99.970)
