Epoch: [48][50/1194]	Time 2.758 (2.818)	Loss 0.0224 (0.0275)	Prec@1 100.000 (99.825)
Epoch: [48][100/1194]	Time 2.759 (2.789)	Loss 0.0269 (0.0238)	Prec@1 100.000 (99.888)
Epoch: [48][150/1194]	Time 2.761 (2.779)	Loss 0.0170 (0.0230)	Prec@1 100.000 (99.908)
Epoch: [48][200/1194]	Time 2.758 (2.774)	Loss 0.0478 (0.0236)	Prec@1 99.750 (99.919)
Epoch: [48][250/1194]	Time 2.760 (2.771)	Loss 0.0320 (0.0243)	Prec@1 100.000 (99.925)
Epoch: [48][300/1194]	Time 2.756 (2.769)	Loss 0.0321 (0.0241)	Prec@1 99.500 (99.912)
Epoch: [48][350/1194]	Time 2.759 (2.767)	Loss 0.0199 (0.0237)	Prec@1 100.000 (99.918)
Epoch: [48][400/1194]	Time 2.761 (2.766)	Loss 0.0283 (0.0230)	Prec@1 99.750 (99.925)
Epoch: [48][450/1194]	Time 2.759 (2.765)	Loss 0.0126 (0.0232)	Prec@1 100.000 (99.914)
Epoch: [48][500/1194]	Time 2.757 (2.765)	Loss 0.0149 (0.0236)	Prec@1 100.000 (99.907)
Epoch: [48][550/1194]	Time 2.759 (2.764)	Loss 0.0098 (0.0243)	Prec@1 100.000 (99.898)
Epoch: [48][600/1194]	Time 2.759 (2.764)	Loss 0.0078 (0.0240)	Prec@1 100.000 (99.892)
Epoch: [48][650/1194]	Time 2.757 (2.763)	Loss 0.0142 (0.0237)	Prec@1 100.000 (99.894)
Epoch: [48][700/1194]	Time 2.758 (2.763)	Loss 0.1457 (0.0244)	Prec@1 98.250 (99.884)
Epoch: [48][750/1194]	Time 2.760 (2.763)	Loss 0.0179 (0.0246)	Prec@1 100.000 (99.887)
Epoch: [48][800/1194]	Time 2.762 (2.762)	Loss 0.0117 (0.0246)	Prec@1 100.000 (99.891)
Epoch: [48][850/1194]	Time 2.759 (2.762)	Loss 0.0120 (0.0245)	Prec@1 100.000 (99.890)
Epoch: [48][900/1194]	Time 2.757 (2.762)	Loss 0.0136 (0.0247)	Prec@1 100.000 (99.889)
Epoch: [48][950/1194]	Time 2.759 (2.762)	Loss 0.0455 (0.0244)	Prec@1 99.750 (99.892)
Epoch: [48][1000/1194]	Time 2.761 (2.762)	Loss 0.0217 (0.0244)	Prec@1 100.000 (99.896)
Epoch: [48][1050/1194]	Time 2.760 (2.762)	Loss 0.0145 (0.0244)	Prec@1 100.000 (99.896)
Epoch: [48][1100/1194]	Time 2.760 (2.762)	Loss 0.1977 (0.0253)	Prec@1 98.000 (99.883)
Epoch: [48][1150/1194]	Time 2.763 (2.761)	Loss 0.0225 (0.0252)	Prec@1 100.000 (99.885)
