Epoch: [228][50/1194]	Time 2.748 (2.798)	Loss 0.0046 (0.0107)	Prec@1 100.000 (99.975)
Epoch: [228][100/1194]	Time 2.748 (2.773)	Loss 0.0042 (0.0087)	Prec@1 100.000 (99.987)
Epoch: [228][150/1194]	Time 2.746 (2.764)	Loss 0.0059 (0.0089)	Prec@1 100.000 (99.992)
Epoch: [228][200/1194]	Time 2.748 (2.760)	Loss 0.0077 (0.0086)	Prec@1 100.000 (99.994)
Epoch: [228][250/1194]	Time 2.745 (2.757)	Loss 0.0047 (0.0083)	Prec@1 100.000 (99.995)
Epoch: [228][300/1194]	Time 2.745 (2.756)	Loss 0.0037 (0.0094)	Prec@1 100.000 (99.987)
Epoch: [228][350/1194]	Time 2.750 (2.755)	Loss 0.0224 (0.0102)	Prec@1 100.000 (99.982)
Epoch: [228][400/1194]	Time 2.746 (2.754)	Loss 0.0058 (0.0098)	Prec@1 100.000 (99.984)
Epoch: [228][450/1194]	Time 2.750 (2.753)	Loss 0.0078 (0.0095)	Prec@1 100.000 (99.986)
Epoch: [228][500/1194]	Time 2.749 (2.752)	Loss 0.0055 (0.0093)	Prec@1 100.000 (99.985)
Epoch: [228][550/1194]	Time 2.747 (2.752)	Loss 0.0086 (0.0096)	Prec@1 100.000 (99.986)
Epoch: [228][600/1194]	Time 2.744 (2.752)	Loss 0.0166 (0.0095)	Prec@1 100.000 (99.987)
Epoch: [228][650/1194]	Time 2.750 (2.751)	Loss 0.0035 (0.0096)	Prec@1 100.000 (99.987)
Epoch: [228][700/1194]	Time 2.743 (2.751)	Loss 0.0044 (0.0095)	Prec@1 100.000 (99.987)
Epoch: [228][750/1194]	Time 2.750 (2.751)	Loss 0.0056 (0.0094)	Prec@1 100.000 (99.987)
Epoch: [228][800/1194]	Time 2.748 (2.750)	Loss 0.0046 (0.0093)	Prec@1 100.000 (99.987)
Epoch: [228][850/1194]	Time 2.749 (2.750)	Loss 0.0054 (0.0092)	Prec@1 100.000 (99.987)
Epoch: [228][900/1194]	Time 2.749 (2.750)	Loss 0.0038 (0.0090)	Prec@1 100.000 (99.987)
Epoch: [228][950/1194]	Time 2.751 (2.750)	Loss 0.0035 (0.0089)	Prec@1 100.000 (99.988)
Epoch: [228][1000/1194]	Time 2.741 (2.750)	Loss 0.0108 (0.0091)	Prec@1 100.000 (99.984)
Epoch: [228][1050/1194]	Time 2.744 (2.750)	Loss 0.0035 (0.0092)	Prec@1 100.000 (99.982)
Epoch: [228][1100/1194]	Time 2.748 (2.749)	Loss 0.0058 (0.0091)	Prec@1 100.000 (99.983)
Epoch: [228][1150/1194]	Time 2.750 (2.749)	Loss 0.0137 (0.0091)	Prec@1 100.000 (99.984)
