Epoch: [137][50/1194]	Time 2.757 (2.818)	Loss 0.0291 (0.0102)	Prec@1 99.750 (99.950)
Epoch: [137][100/1194]	Time 2.757 (2.788)	Loss 0.0052 (0.0101)	Prec@1 100.000 (99.975)
Epoch: [137][150/1194]	Time 2.757 (2.778)	Loss 0.0051 (0.0123)	Prec@1 100.000 (99.933)
Epoch: [137][200/1194]	Time 2.759 (2.773)	Loss 0.0051 (0.0113)	Prec@1 100.000 (99.950)
Epoch: [137][250/1194]	Time 2.759 (2.770)	Loss 0.0078 (0.0102)	Prec@1 100.000 (99.960)
Epoch: [137][300/1194]	Time 2.757 (2.768)	Loss 0.0070 (0.0096)	Prec@1 100.000 (99.967)
Epoch: [137][350/1194]	Time 2.759 (2.767)	Loss 0.0081 (0.0095)	Prec@1 100.000 (99.971)
Epoch: [137][400/1194]	Time 2.759 (2.766)	Loss 0.0058 (0.0094)	Prec@1 100.000 (99.975)
Epoch: [137][450/1194]	Time 2.758 (2.765)	Loss 0.0222 (0.0097)	Prec@1 99.500 (99.969)
Epoch: [137][500/1194]	Time 2.760 (2.764)	Loss 0.0161 (0.0095)	Prec@1 100.000 (99.972)
Epoch: [137][550/1194]	Time 2.760 (2.764)	Loss 0.0104 (0.0095)	Prec@1 100.000 (99.975)
Epoch: [137][600/1194]	Time 2.758 (2.763)	Loss 0.0065 (0.0092)	Prec@1 100.000 (99.975)
Epoch: [137][650/1194]	Time 2.758 (2.763)	Loss 0.0107 (0.0091)	Prec@1 100.000 (99.977)
Epoch: [137][700/1194]	Time 2.759 (2.763)	Loss 0.0120 (0.0092)	Prec@1 100.000 (99.977)
Epoch: [137][750/1194]	Time 2.762 (2.762)	Loss 0.0055 (0.0094)	Prec@1 100.000 (99.978)
Epoch: [137][800/1194]	Time 2.760 (2.762)	Loss 0.0051 (0.0100)	Prec@1 100.000 (99.970)
Epoch: [137][850/1194]	Time 2.757 (2.762)	Loss 0.0106 (0.0099)	Prec@1 100.000 (99.972)
Epoch: [137][900/1194]	Time 2.760 (2.762)	Loss 0.0048 (0.0097)	Prec@1 100.000 (99.974)
Epoch: [137][950/1194]	Time 2.761 (2.761)	Loss 0.0041 (0.0095)	Prec@1 100.000 (99.975)
Epoch: [137][1000/1194]	Time 2.759 (2.761)	Loss 0.0054 (0.0094)	Prec@1 100.000 (99.976)
Epoch: [137][1050/1194]	Time 2.759 (2.761)	Loss 0.0102 (0.0095)	Prec@1 100.000 (99.977)
Epoch: [137][1100/1194]	Time 2.758 (2.761)	Loss 0.0071 (0.0095)	Prec@1 100.000 (99.976)
Epoch: [137][1150/1194]	Time 2.757 (2.761)	Loss 0.0071 (0.0094)	Prec@1 100.000 (99.977)
