Epoch: [79][50/1194]	Time 2.748 (2.810)	Loss 0.0071 (0.0160)	Prec@1 100.000 (99.875)
Epoch: [79][100/1194]	Time 2.747 (2.780)	Loss 0.0168 (0.0157)	Prec@1 100.000 (99.888)
Epoch: [79][150/1194]	Time 2.750 (2.769)	Loss 0.0063 (0.0159)	Prec@1 100.000 (99.917)
Epoch: [79][200/1194]	Time 2.750 (2.764)	Loss 0.0131 (0.0162)	Prec@1 100.000 (99.919)
Epoch: [79][250/1194]	Time 2.751 (2.761)	Loss 0.0157 (0.0157)	Prec@1 99.750 (99.930)
Epoch: [79][300/1194]	Time 2.754 (2.759)	Loss 0.0396 (0.0174)	Prec@1 99.250 (99.896)
Epoch: [79][350/1194]	Time 2.750 (2.758)	Loss 0.0061 (0.0168)	Prec@1 100.000 (99.907)
Epoch: [79][400/1194]	Time 2.752 (2.757)	Loss 0.0143 (0.0169)	Prec@1 99.750 (99.912)
Epoch: [79][450/1194]	Time 2.752 (2.756)	Loss 0.0092 (0.0166)	Prec@1 100.000 (99.917)
Epoch: [79][500/1194]	Time 2.753 (2.755)	Loss 0.0145 (0.0165)	Prec@1 100.000 (99.918)
Epoch: [79][550/1194]	Time 2.752 (2.755)	Loss 0.0265 (0.0160)	Prec@1 100.000 (99.923)
Epoch: [79][600/1194]	Time 2.753 (2.755)	Loss 0.0119 (0.0163)	Prec@1 100.000 (99.923)
Epoch: [79][650/1194]	Time 2.748 (2.754)	Loss 0.0086 (0.0160)	Prec@1 100.000 (99.925)
Epoch: [79][700/1194]	Time 2.747 (2.754)	Loss 0.0173 (0.0156)	Prec@1 100.000 (99.930)
Epoch: [79][750/1194]	Time 2.746 (2.754)	Loss 0.0123 (0.0156)	Prec@1 100.000 (99.932)
Epoch: [79][800/1194]	Time 2.745 (2.753)	Loss 0.0224 (0.0156)	Prec@1 100.000 (99.933)
Epoch: [79][850/1194]	Time 2.745 (2.753)	Loss 0.0048 (0.0156)	Prec@1 100.000 (99.934)
Epoch: [79][900/1194]	Time 2.747 (2.753)	Loss 0.0073 (0.0159)	Prec@1 100.000 (99.929)
Epoch: [79][950/1194]	Time 2.749 (2.753)	Loss 0.0082 (0.0158)	Prec@1 100.000 (99.928)
Epoch: [79][1000/1194]	Time 2.749 (2.752)	Loss 0.0062 (0.0156)	Prec@1 100.000 (99.931)
Epoch: [79][1050/1194]	Time 2.746 (2.752)	Loss 0.0078 (0.0154)	Prec@1 100.000 (99.933)
Epoch: [79][1100/1194]	Time 2.751 (2.752)	Loss 0.0187 (0.0155)	Prec@1 100.000 (99.934)
Epoch: [79][1150/1194]	Time 2.749 (2.752)	Loss 0.0186 (0.0154)	Prec@1 100.000 (99.936)
