Epoch: [30][50/1194]	Time 2.751 (2.809)	Loss 0.0721 (0.0639)	Prec@1 100.000 (99.650)
Epoch: [30][100/1194]	Time 2.751 (2.780)	Loss 0.0293 (0.0609)	Prec@1 100.000 (99.588)
Epoch: [30][150/1194]	Time 2.750 (2.770)	Loss 0.0334 (0.0537)	Prec@1 100.000 (99.700)
Epoch: [30][200/1194]	Time 2.748 (2.765)	Loss 0.0546 (0.0560)	Prec@1 99.500 (99.631)
Epoch: [30][250/1194]	Time 2.748 (2.762)	Loss 0.0319 (0.0529)	Prec@1 100.000 (99.680)
Epoch: [30][300/1194]	Time 2.752 (2.760)	Loss 0.0348 (0.0563)	Prec@1 100.000 (99.633)
Epoch: [30][350/1194]	Time 2.750 (2.758)	Loss 0.0686 (0.0565)	Prec@1 99.000 (99.618)
Epoch: [30][400/1194]	Time 2.748 (2.757)	Loss 0.0353 (0.0560)	Prec@1 100.000 (99.628)
Epoch: [30][450/1194]	Time 2.750 (2.757)	Loss 0.1023 (0.0550)	Prec@1 98.750 (99.642)
Epoch: [30][500/1194]	Time 2.750 (2.756)	Loss 0.1580 (0.0561)	Prec@1 97.250 (99.612)
Epoch: [30][550/1194]	Time 2.748 (2.755)	Loss 0.0279 (0.0552)	Prec@1 100.000 (99.630)
Epoch: [30][600/1194]	Time 2.749 (2.755)	Loss 0.0519 (0.0546)	Prec@1 100.000 (99.633)
Epoch: [30][650/1194]	Time 2.750 (2.755)	Loss 0.1867 (0.0549)	Prec@1 97.500 (99.633)
Epoch: [30][700/1194]	Time 2.748 (2.754)	Loss 0.0699 (0.0551)	Prec@1 100.000 (99.632)
Epoch: [30][750/1194]	Time 2.755 (2.754)	Loss 0.0604 (0.0567)	Prec@1 99.750 (99.612)
Epoch: [30][800/1194]	Time 2.755 (2.754)	Loss 0.0339 (0.0557)	Prec@1 100.000 (99.633)
Epoch: [30][850/1194]	Time 2.752 (2.754)	Loss 0.0543 (0.0552)	Prec@1 99.750 (99.646)
Epoch: [30][900/1194]	Time 2.750 (2.754)	Loss 0.0261 (0.0548)	Prec@1 100.000 (99.646)
Epoch: [30][950/1194]	Time 2.727 (3.019)	Loss 0.0254 (0.0542)	Prec@1 100.000 (99.659)
Epoch: [30][1000/1194]	Time 2.741 (3.005)	Loss 0.0240 (0.0535)	Prec@1 100.000 (99.668)
Epoch: [30][1050/1194]	Time 2.748 (2.993)	Loss 0.0502 (0.0534)	Prec@1 99.750 (99.664)
Epoch: [30][1100/1194]	Time 2.752 (2.982)	Loss 0.0208 (0.0536)	Prec@1 100.000 (99.660)
Epoch: [30][1150/1194]	Time 2.751 (2.972)	Loss 0.0591 (0.0540)	Prec@1 100.000 (99.663)
