Epoch: [97][50/1194]	Time 2.749 (2.807)	Loss 0.0109 (0.0096)	Prec@1 100.000 (99.975)
Epoch: [97][100/1194]	Time 2.749 (2.779)	Loss 0.0127 (0.0098)	Prec@1 100.000 (99.987)
Epoch: [97][150/1194]	Time 2.746 (2.769)	Loss 0.0331 (0.0115)	Prec@1 99.750 (99.975)
Epoch: [97][200/1194]	Time 2.749 (2.765)	Loss 0.0055 (0.0118)	Prec@1 100.000 (99.969)
Epoch: [97][250/1194]	Time 2.747 (2.762)	Loss 0.0170 (0.0124)	Prec@1 100.000 (99.960)
Epoch: [97][300/1194]	Time 2.751 (2.760)	Loss 0.0145 (0.0126)	Prec@1 100.000 (99.958)
Epoch: [97][350/1194]	Time 2.753 (2.758)	Loss 0.0076 (0.0130)	Prec@1 100.000 (99.950)
Epoch: [97][400/1194]	Time 2.748 (2.757)	Loss 0.0096 (0.0131)	Prec@1 100.000 (99.953)
Epoch: [97][450/1194]	Time 2.747 (2.756)	Loss 0.0045 (0.0127)	Prec@1 100.000 (99.958)
Epoch: [97][500/1194]	Time 2.751 (2.756)	Loss 0.0240 (0.0132)	Prec@1 100.000 (99.957)
Epoch: [97][550/1194]	Time 2.751 (2.755)	Loss 0.0080 (0.0129)	Prec@1 100.000 (99.961)
Epoch: [97][600/1194]	Time 2.751 (2.755)	Loss 0.0065 (0.0130)	Prec@1 100.000 (99.960)
Epoch: [97][650/1194]	Time 2.752 (2.754)	Loss 0.0172 (0.0132)	Prec@1 100.000 (99.960)
Epoch: [97][700/1194]	Time 2.750 (2.754)	Loss 0.0089 (0.0132)	Prec@1 100.000 (99.959)
Epoch: [97][750/1194]	Time 2.754 (2.754)	Loss 0.0106 (0.0130)	Prec@1 100.000 (99.962)
Epoch: [97][800/1194]	Time 2.751 (2.753)	Loss 0.0091 (0.0131)	Prec@1 100.000 (99.964)
Epoch: [97][850/1194]	Time 2.754 (2.753)	Loss 0.0258 (0.0132)	Prec@1 100.000 (99.966)
Epoch: [97][900/1194]	Time 2.754 (2.753)	Loss 0.0053 (0.0132)	Prec@1 100.000 (99.965)
Epoch: [97][950/1194]	Time 2.749 (2.753)	Loss 0.0105 (0.0133)	Prec@1 100.000 (99.966)
Epoch: [97][1000/1194]	Time 2.752 (2.753)	Loss 0.0070 (0.0137)	Prec@1 100.000 (99.964)
Epoch: [97][1050/1194]	Time 2.749 (2.753)	Loss 0.0196 (0.0137)	Prec@1 100.000 (99.965)
Epoch: [97][1100/1194]	Time 2.747 (2.752)	Loss 0.0086 (0.0136)	Prec@1 100.000 (99.966)
Epoch: [97][1150/1194]	Time 2.750 (2.752)	Loss 0.0073 (0.0137)	Prec@1 100.000 (99.964)
