Epoch: [55][50/1194]	Time 2.749 (2.805)	Loss 0.0132 (0.0154)	Prec@1 100.000 (100.000)
Epoch: [55][100/1194]	Time 2.750 (2.777)	Loss 0.0068 (0.0166)	Prec@1 100.000 (99.987)
Epoch: [55][150/1194]	Time 2.749 (2.768)	Loss 0.0081 (0.0161)	Prec@1 100.000 (99.983)
Epoch: [55][200/1194]	Time 2.748 (2.763)	Loss 0.0091 (0.0159)	Prec@1 100.000 (99.975)
Epoch: [55][250/1194]	Time 2.748 (2.760)	Loss 0.0112 (0.0157)	Prec@1 100.000 (99.975)
Epoch: [55][300/1194]	Time 2.749 (2.758)	Loss 0.0385 (0.0164)	Prec@1 99.250 (99.958)
Epoch: [55][350/1194]	Time 2.750 (2.757)	Loss 0.0145 (0.0166)	Prec@1 100.000 (99.957)
Epoch: [55][400/1194]	Time 2.747 (2.756)	Loss 0.0341 (0.0168)	Prec@1 99.750 (99.956)
Epoch: [55][450/1194]	Time 2.750 (2.756)	Loss 0.0235 (0.0166)	Prec@1 100.000 (99.956)
Epoch: [55][500/1194]	Time 2.748 (2.755)	Loss 0.0170 (0.0162)	Prec@1 100.000 (99.960)
Epoch: [55][550/1194]	Time 2.748 (2.755)	Loss 0.0132 (0.0164)	Prec@1 100.000 (99.964)
Epoch: [55][600/1194]	Time 2.751 (2.754)	Loss 0.0410 (0.0168)	Prec@1 100.000 (99.965)
Epoch: [55][650/1194]	Time 2.747 (2.754)	Loss 0.0377 (0.0169)	Prec@1 99.750 (99.963)
Epoch: [55][700/1194]	Time 2.749 (2.753)	Loss 0.0131 (0.0171)	Prec@1 100.000 (99.964)
Epoch: [55][750/1194]	Time 2.751 (2.753)	Loss 0.0092 (0.0170)	Prec@1 100.000 (99.962)
Epoch: [55][800/1194]	Time 2.751 (2.753)	Loss 0.0256 (0.0171)	Prec@1 99.750 (99.961)
Epoch: [55][850/1194]	Time 2.747 (2.753)	Loss 0.0153 (0.0170)	Prec@1 100.000 (99.960)
Epoch: [55][900/1194]	Time 2.749 (2.752)	Loss 0.0155 (0.0172)	Prec@1 100.000 (99.961)
Epoch: [55][950/1194]	Time 2.752 (2.752)	Loss 0.0074 (0.0172)	Prec@1 100.000 (99.961)
Epoch: [55][1000/1194]	Time 2.752 (2.752)	Loss 0.0093 (0.0175)	Prec@1 100.000 (99.959)
Epoch: [55][1050/1194]	Time 2.752 (2.752)	Loss 0.0096 (0.0174)	Prec@1 100.000 (99.961)
Epoch: [55][1100/1194]	Time 2.752 (2.752)	Loss 0.0164 (0.0176)	Prec@1 99.750 (99.956)
Epoch: [55][1150/1194]	Time 2.748 (2.752)	Loss 0.0077 (0.0175)	Prec@1 100.000 (99.957)
