Epoch: [151][50/1194]	Time 2.753 (2.810)	Loss 0.0120 (0.0083)	Prec@1 100.000 (100.000)
Epoch: [151][100/1194]	Time 2.748 (2.779)	Loss 0.0123 (0.0111)	Prec@1 100.000 (99.975)
Epoch: [151][150/1194]	Time 2.751 (2.770)	Loss 0.0060 (0.0091)	Prec@1 100.000 (99.983)
Epoch: [151][200/1194]	Time 2.750 (2.765)	Loss 0.0143 (0.0094)	Prec@1 100.000 (99.987)
Epoch: [151][250/1194]	Time 2.752 (2.762)	Loss 0.0140 (0.0089)	Prec@1 99.750 (99.985)
Epoch: [151][300/1194]	Time 2.749 (2.760)	Loss 0.0072 (0.0092)	Prec@1 100.000 (99.987)
Epoch: [151][350/1194]	Time 2.749 (2.758)	Loss 0.0121 (0.0094)	Prec@1 100.000 (99.986)
Epoch: [151][400/1194]	Time 2.750 (2.757)	Loss 0.0082 (0.0091)	Prec@1 100.000 (99.987)
Epoch: [151][450/1194]	Time 2.749 (2.756)	Loss 0.0063 (0.0090)	Prec@1 100.000 (99.989)
Epoch: [151][500/1194]	Time 2.750 (2.756)	Loss 0.0085 (0.0090)	Prec@1 100.000 (99.985)
Epoch: [151][550/1194]	Time 2.747 (2.755)	Loss 0.0092 (0.0089)	Prec@1 100.000 (99.986)
Epoch: [151][600/1194]	Time 2.747 (2.755)	Loss 0.0074 (0.0089)	Prec@1 100.000 (99.987)
Epoch: [151][650/1194]	Time 2.748 (2.754)	Loss 0.0036 (0.0087)	Prec@1 100.000 (99.988)
Epoch: [151][700/1194]	Time 2.750 (2.754)	Loss 0.0117 (0.0087)	Prec@1 100.000 (99.989)
Epoch: [151][750/1194]	Time 2.749 (2.753)	Loss 0.0257 (0.0087)	Prec@1 100.000 (99.990)
Epoch: [151][800/1194]	Time 2.751 (2.753)	Loss 0.0067 (0.0087)	Prec@1 100.000 (99.991)
Epoch: [151][850/1194]	Time 2.749 (2.753)	Loss 0.0072 (0.0086)	Prec@1 100.000 (99.991)
Epoch: [151][900/1194]	Time 2.748 (2.753)	Loss 0.0066 (0.0085)	Prec@1 100.000 (99.992)
Epoch: [151][950/1194]	Time 2.751 (2.753)	Loss 0.0122 (0.0086)	Prec@1 100.000 (99.992)
Epoch: [151][1000/1194]	Time 2.749 (2.753)	Loss 0.0039 (0.0087)	Prec@1 100.000 (99.991)
Epoch: [151][1050/1194]	Time 2.747 (2.752)	Loss 0.0099 (0.0087)	Prec@1 100.000 (99.992)
Epoch: [151][1100/1194]	Time 2.748 (2.752)	Loss 0.0061 (0.0087)	Prec@1 100.000 (99.992)
Epoch: [151][1150/1194]	Time 2.754 (2.752)	Loss 0.0079 (0.0087)	Prec@1 100.000 (99.992)
